dataset,repeat,system,delta_s,pairs,trans_rmse,trans_median,rot_rmse,rot_median,pairs_clean,trans_rmse_clean,trans_median_clean,rot_rmse_clean,rot_median_clean
dataset_static_nofloortexture_001,logging_20260916_03,VINS-Fusion,2.0,832,0.11787929958088074,0.038481112424822904,0.8570555054137046,0.09931930236862918,832,0.11787929958088074,0.038481112424822904,0.8570555054137046,0.09931930236862918
dataset_static_nofloortexture_001,logging_20260916_03,VINS-Fusion,5.0,773,0.25160774923636553,0.12678410485009772,1.5418668224021863,0.15533231538200798,773,0.25160774923636553,0.12678410485009772,1.5418668224021863,0.15533231538200798
dataset_static_nofloortexture_001,logging_20260916_03,ORB-SLAM3,0.5,913,0.3292929624638423,0.014186846028765835,7.301631283431638,0.06597727945131421,907,0.03961488513045845,0.014128420183610811,0.14291981510139806,0.06576477118586539
dataset_static_nofloortexture_001,logging_20260916_03,ORB-SLAM3,1.0,949,0.556414720656258,0.019037799026877397,10.542088302175996,0.10019181639230017,936,0.06203487470860421,0.018637737791144787,0.19983743648767963,0.09841033888524924
dataset_static_nofloortexture_001,logging_20260916_03,ORB-SLAM3,2.0,938,0.9191291731408291,0.029327621061805257,13.478889320656013,0.17148146783578738,917,0.10310973582495303,0.02857869274293233,0.30662166773667887,0.16884211418307457
dataset_static_nofloortexture_001,logging_20260916_03,ORB-SLAM3,5.0,904,2.1913212837875475,0.14450382283233143,17.46833268876039,0.4122207531912686,870,0.20794289647410974,0.13774806356672498,0.568939387937152,0.40339971433540145
dataset_static_nofloortexture_002,logging_20260916_01,VINS-Fusion,0.5,1145,0.04860349870993775,0.01644713871407612,0.40700906884669696,0.03556025046469047,1145,0.04860349870993775,0.01644713871407612,0.40700906884669696,0.03556025046469047
dataset_static_nofloortexture_002,logging_20260916_01,VINS-Fusion,1.0,1192,0.08675122057806067,0.03229750664140765,0.5921391644247416,0.056411337076526374,1192,0.08675122057806067,0.03229750664140765,0.5921391644247416,0.056411337076526374
dataset_static_nofloortexture_002,logging_20260916_01,VINS-Fusion,2.0,1162,0.15096912869025975,0.06582442821475248,0.8325058733525866,0.09427940944423135,1162,0.15096912869025975,0.06582442821475248,0.8325058733525866,0.09427940944423135
dataset_static_nofloortexture_002,logging_20260916_01,VINS-Fusion,5.0,1098,0.29471200764881533,0.2427775864801202,1.1718009220041463,0.1973684828960504,1098,0.29471200764881533,0.2427775864801202,1.1718009220041463,0.1973684828960504
dataset_static_nofloortexture_002,logging_20260916_01,ORB-SLAM3,0.5,1673,0.12033398659429037,0.01497164646998474,7.624076171695471,0.039059752577129424,1661,0.05724258537634321,0.014580039878234623,0.08306339840664718,0.03895232835337972
dataset_static_nofloortexture_002,logging_20260916_01,ORB-SLAM3,1.0,1672,0.23077512236484238,0.030057459212562587,10.558206326564143,0.05039912058604462,1649,0.0961038990192291,0.029204822696606222,0.10074727278513027,0.0496986904988281
dataset_static_nofloortexture_002,logging_20260916_01,ORB-SLAM3,2.0,1658,0.5191074671932486,0.0708040200811712,15.475309811369927,0.06446534298462159,1609,0.16216688110100808,0.06621879403247762,0.12641872876605237,0.06240431094514037
dataset_static_nofloortexture_002,logging_20260916_01,ORB-SLAM3,5.0,1612,1.6611663221617206,0.3110313820683019,17.082853253375315,0.10433766175985826,1554,0.3071811175158219,0.29496466283338246,0.17156858743783163,0.10061091163629178
dataset_static_nofloortexture_002,logging_20260916_02,VINS-Fusion,0.5,1081,0.048713524955812486,0.015739023932941014,0.3950049785159719,0.03626350264499534,1081,0.048713524955812486,0.015739023932941014,0.3950049785159719,0.03626350264499534
dataset_static_nofloortexture_002,logging_20260916_02,VINS-Fusion,1.0,1142,0.08611260406519614,0.029513686336289598,0.5416706847269162,0.05746492227160141,1142,0.08611260406519614,0.029513686336289598,0.5416706847269162,0.05746492227160141
dataset_static_nofloortexture_002,logging_20260916_02,VINS-Fusion,2.0,1112,0.14902393798553837,0.06129657556471502,0.7710046744111076,0.09395652250676105,1112,0.14902393798553837,0.06129657556471502,0.7710046744111076,0.09395652250676105
dataset_static_nofloortexture_002,logging_20260916_02,VINS-Fusion,5.0,1050,0.29454264881116393,0.25162310920869607,1.0470292289432017,0.19099938088149715,1050,0.29454264881116393,0.25162310920869607,1.0470292289432017,0.19099938088149715
dataset_static_nofloortexture_002,logging_20260916_02,ORB-SLAM3,0.5,1494,0.12510722478268638,0.016927702466591768,7.724656072456466,0.04136186094028306,1483,0.06738223126628629,0.016670027907128727,0.07831992611579164,0.041082801171877285
dataset_static_nofloortexture_002,logging_20260916_02,ORB-SLAM3,1.0,1497,0.23573131549383228,0.02925005052463102,10.912844646849697,0.053279548791682424,1475,0.10442529302731667,0.02853647706915135,0.09501551528924299,0.05263272606677614
dataset_static_nofloortexture_002,logging_20260916_02,ORB-SLAM3,2.0,1485,0.5276117272760049,0.06634984045654051,15.670022233276217,0.06949114755235926,1440,0.1737944706179018,0.06163758098935661,0.11905742030640855,0.06789761548875514
dataset_static_nofloortexture_002,logging_20260916_02,ORB-SLAM3,5.0,1439,1.7294176080869181,0.3216012996855079,18.078631347398296,0.11696747579541733,1381,0.32095695565254373,0.30820202618414533,0.1631398430318553,0.11285805262871818
dataset_static_nofloortexture_002,logging_20260916_03,VINS-Fusion,0.5,950,0.0484492147081546,0.015404435128456025,0.29457576001702546,0.03286599060996895,950,0.0484492147081546,0.015404435128456025,0.29457576001702546,0.03286599060996895
dataset_static_nofloortexture_002,logging_20260916_03,VINS-Fusion,1.0,1041,0.08733009811156059,0.032165293157850945,0.49235464310306104,0.052140798162409616,1041,0.08733009811156059,0.032165293157850945,0.49235464310306104,0.052140798162409616
dataset_static_nofloortexture_002,logging_20260916_03,VINS-Fusion,2.0,1013,0.15370244714044223,0.07187690093267514,0.7296537876076669,0.09044133746488361,1013,0.15370244714044223,0.07187690093267514,0.7296537876076669,0.09044133746488361
dataset_static_nofloortexture_002,logging_20260916_03,VINS-Fusion,5.0,956,0.29890431184993294,0.26189138659306616,1.040485274924161,0.19384137936416887,956,0.29890431184993294,0.26189138659306616,1.040485274924161,0.19384137936416887
dataset_static_nofloortexture_002,logging_20260916_03,ORB-SLAM3,0.5,1435,0.10470253274963615,0.013892678996027587,7.13309838468734,0.041217366633136,1426,0.04967667072443162,0.013721816233588882,0.07819646495558512,0.0409621772962341
dataset_static_nofloortexture_002,logging_20260916_03,ORB-SLAM3,1.0,1438,0.20391318916856763,0.02978295582744859,10.076622668986744,0.05069875200568966,1420,0.08619578818662099,0.02857109301542029,0.10613367009546497,0.05028553951945608
dataset_static_nofloortexture_002,logging_20260916_03,ORB-SLAM3,2.0,1424,0.4758166039354941,0.06367155753267668,14.712329253257732,0.06889261344387995,1386,0.1511671313353589,0.06101916161881832,0.1376762634303433,0.06723283475110729
dataset_static_nofloortexture_002,logging_20260916_03,ORB-SLAM3,5.0,1379,1.6231521050556097,0.2656864078397581,17.321903539881987,0.10792908433504102,1328,0.29040986612489944,0.2513078397712666,0.16784503837560488,0.10434780779674058
